,away_name,away_abbr,home_name,home_abbr,winning_name,winning_abbr,week,year
1030,Las Vegas Raiders,rai,New York Jets,nyj,New York Jets,nyj,1,2014
1031,Tennessee Titans,oti,Kansas City Chiefs,kan,Tennessee Titans,oti,1,2014
1032,New Orleans Saints,nor,Atlanta Falcons,atl,Atlanta Falcons,atl,1,2014
1033,New England Patriots,nwe,Miami Dolphins,mia,Miami Dolphins,mia,1,2014
1034,Washington Football Team,was,Houston Texans,htx,Houston Texans,htx,1,2014
1035,Carolina Panthers,car,Tampa Bay Buccaneers,tam,Carolina Panthers,car,1,2014
1036,San Francisco 49ers,sfo,Dallas Cowboys,dal,San Francisco 49ers,sfo,1,2014
1037,Indianapolis Colts,clt,Denver Broncos,den,Denver Broncos,den,1,2014
1038,New York Giants,nyg,Detroit Lions,det,Detroit Lions,det,1,2014
1039,Los Angeles Chargers,sdg,Arizona Cardinals,crd,Arizona Cardinals,crd,1,2014
1040,Pittsburgh Steelers,pit,Baltimore Ravens,rav,Baltimore Ravens,rav,2,2014
1041,Miami Dolphins,mia,Buffalo Bills,buf,Buffalo Bills,buf,2,2014
1042,Dallas Cowboys,dal,Tennessee Titans,oti,Dallas Cowboys,dal,2,2014
1043,New Orleans Saints,nor,Cleveland Browns,cle,Cleveland Browns,cle,2,2014
1044,Detroit Lions,det,Carolina Panthers,car,Carolina Panthers,car,2,2014
1045,Arizona Cardinals,crd,New York Giants,nyg,Arizona Cardinals,crd,2,2014
1046,Jacksonville Jaguars,jax,Washington Football Team,was,Washington Football Team,was,2,2014
1047,New England Patriots,nwe,Minnesota Vikings,min,New England Patriots,nwe,2,2014
1048,Atlanta Falcons,atl,Cincinnati Bengals,cin,Cincinnati Bengals,cin,2,2014
1049,Los Angeles Rams,ram,Tampa Bay Buccaneers,tam,Los Angeles Rams,ram,2,2014
1050,Seattle Seahawks,sea,Los Angeles Chargers,sdg,Los Angeles Chargers,sdg,2,2014
1051,Houston Texans,htx,Las Vegas Raiders,rai,Houston Texans,htx,2,2014
1052,New York Jets,nyj,Green Bay Packers,gnb,Green Bay Packers,gnb,2,2014
1053,Kansas City Chiefs,kan,Denver Broncos,den,Denver Broncos,den,2,2014
1054,Chicago Bears,chi,San Francisco 49ers,sfo,Chicago Bears,chi,2,2014
1055,Philadelphia Eagles,phi,Indianapolis Colts,clt,Philadelphia Eagles,phi,2,2014
1056,Tampa Bay Buccaneers,tam,Atlanta Falcons,atl,Atlanta Falcons,atl,3,2014
1057,Dallas Cowboys,dal,Los Angeles Rams,ram,Dallas Cowboys,dal,3,2014
1058,Los Angeles Chargers,sdg,Buffalo Bills,buf,Los Angeles Chargers,sdg,3,2014
1059,Washington Football Team,was,Philadelphia Eagles,phi,Philadelphia Eagles,phi,3,2014
1060,Houston Texans,htx,New York Giants,nyg,New York Giants,nyg,3,2014
1061,Las Vegas Raiders,rai,New England Patriots,nwe,New England Patriots,nwe,3,2014
1062,Indianapolis Colts,clt,Jacksonville Jaguars,jax,Indianapolis Colts,clt,3,2014
1063,Green Bay Packers,gnb,Detroit Lions,det,Detroit Lions,det,3,2014
1064,Baltimore Ravens,rav,Cleveland Browns,cle,Baltimore Ravens,rav,3,2014
1065,Tennessee Titans,oti,Cincinnati Bengals,cin,Cincinnati Bengals,cin,3,2014
1066,Minnesota Vikings,min,New Orleans Saints,nor,New Orleans Saints,nor,3,2014
1067,San Francisco 49ers,sfo,Arizona Cardinals,crd,Arizona Cardinals,crd,3,2014
1068,Denver Broncos,den,Seattle Seahawks,sea,Seattle Seahawks,sea,3,2014
1069,Kansas City Chiefs,kan,Miami Dolphins,mia,Kansas City Chiefs,kan,3,2014
1070,Pittsburgh Steelers,pit,Carolina Panthers,car,Pittsburgh Steelers,pit,3,2014
1071,Chicago Bears,chi,New York Jets,nyj,Chicago Bears,chi,3,2014
1072,New York Giants,nyg,Washington Football Team,was,New York Giants,nyg,4,2014
1073,Green Bay Packers,gnb,Chicago Bears,chi,Green Bay Packers,gnb,4,2014
1074,Carolina Panthers,car,Baltimore Ravens,rav,Baltimore Ravens,rav,4,2014
1075,Detroit Lions,det,New York Jets,nyj,Detroit Lions,det,4,2014
1076,Buffalo Bills,buf,Houston Texans,htx,Houston Texans,htx,4,2014
1077,Tennessee Titans,oti,Indianapolis Colts,clt,Indianapolis Colts,clt,4,2014
1078,Tampa Bay Buccaneers,tam,Pittsburgh Steelers,pit,Tampa Bay Buccaneers,tam,4,2014
1079,Miami Dolphins,mia,Las Vegas Raiders,rai,Miami Dolphins,mia,4,2014
1080,Jacksonville Jaguars,jax,Los Angeles Chargers,sdg,Los Angeles Chargers,sdg,4,2014
1081,Philadelphia Eagles,phi,San Francisco 49ers,sfo,San Francisco 49ers,sfo,4,2014
1082,Atlanta Falcons,atl,Minnesota Vikings,min,Minnesota Vikings,min,4,2014
1083,New Orleans Saints,nor,Dallas Cowboys,dal,Dallas Cowboys,dal,4,2014
1084,New England Patriots,nwe,Kansas City Chiefs,kan,Kansas City Chiefs,kan,4,2014
1085,Minnesota Vikings,min,Green Bay Packers,gnb,Green Bay Packers,gnb,5,2014
1086,Los Angeles Rams,ram,Philadelphia Eagles,phi,Philadelphia Eagles,phi,5,2014
1087,Cleveland Browns,cle,Tennessee Titans,oti,Cleveland Browns,cle,5,2014
1088,Pittsburgh Steelers,pit,Jacksonville Jaguars,jax,Pittsburgh Steelers,pit,5,2014
1089,Baltimore Ravens,rav,Indianapolis Colts,clt,Indianapolis Colts,clt,5,2014
1090,Chicago Bears,chi,Carolina Panthers,car,Carolina Panthers,car,5,2014
1091,Atlanta Falcons,atl,New York Giants,nyg,New York Giants,nyg,5,2014
1092,Tampa Bay Buccaneers,tam,New Orleans Saints,nor,New Orleans Saints,nor,5,2014
1093,Buffalo Bills,buf,Detroit Lions,det,Buffalo Bills,buf,5,2014
1094,Houston Texans,htx,Dallas Cowboys,dal,Dallas Cowboys,dal,5,2014
1095,Arizona Cardinals,crd,Denver Broncos,den,Denver Broncos,den,5,2014
1096,Kansas City Chiefs,kan,San Francisco 49ers,sfo,San Francisco 49ers,sfo,5,2014
1097,New York Jets,nyj,Los Angeles Chargers,sdg,Los Angeles Chargers,sdg,5,2014
1098,Cincinnati Bengals,cin,New England Patriots,nwe,New England Patriots,nwe,5,2014
1099,Seattle Seahawks,sea,Washington Football Team,was,Seattle Seahawks,sea,5,2014
1100,Indianapolis Colts,clt,Houston Texans,htx,Indianapolis Colts,clt,6,2014
1101,New England Patriots,nwe,Buffalo Bills,buf,New England Patriots,nwe,6,2014
1102,Baltimore Ravens,rav,Tampa Bay Buccaneers,tam,Baltimore Ravens,rav,6,2014
1103,Jacksonville Jaguars,jax,Tennessee Titans,oti,Tennessee Titans,oti,6,2014
1104,Denver Broncos,den,New York Jets,nyj,Denver Broncos,den,6,2014
1105,Detroit Lions,det,Minnesota Vikings,min,Detroit Lions,det,6,2014
1106,Green Bay Packers,gnb,Miami Dolphins,mia,Green Bay Packers,gnb,6,2014
1107,Pittsburgh Steelers,pit,Cleveland Browns,cle,Cleveland Browns,cle,6,2014
1108,Carolina Panthers,car,Cincinnati Bengals,cin,,,6,2014
1109,Los Angeles Chargers,sdg,Las Vegas Raiders,rai,Los Angeles Chargers,sdg,6,2014
1110,Chicago Bears,chi,Atlanta Falcons,atl,Chicago Bears,chi,6,2014
1111,Washington Football Team,was,Arizona Cardinals,crd,Arizona Cardinals,crd,6,2014
1112,Dallas Cowboys,dal,Seattle Seahawks,sea,Dallas Cowboys,dal,6,2014
1113,New York Giants,nyg,Philadelphia Eagles,phi,Philadelphia Eagles,phi,6,2014
1114,San Francisco 49ers,sfo,Los Angeles Rams,ram,San Francisco 49ers,sfo,6,2014
1115,New York Jets,nyj,New England Patriots,nwe,New England Patriots,nwe,7,2014
1116,Miami Dolphins,mia,Chicago Bears,chi,Miami Dolphins,mia,7,2014
1117,Seattle Seahawks,sea,Los Angeles Rams,ram,Los Angeles Rams,ram,7,2014
1118,Minnesota Vikings,min,Buffalo Bills,buf,Buffalo Bills,buf,7,2014
1119,Tennessee Titans,oti,Washington Football Team,was,Washington Football Team,was,7,2014
1120,Atlanta Falcons,atl,Baltimore Ravens,rav,Baltimore Ravens,rav,7,2014
1121,Cleveland Browns,cle,Jacksonville Jaguars,jax,Jacksonville Jaguars,jax,7,2014
1122,Carolina Panthers,car,Green Bay Packers,gnb,Green Bay Packers,gnb,7,2014
1123,New Orleans Saints,nor,Detroit Lions,det,Detroit Lions,det,7,2014
1124,Cincinnati Bengals,cin,Indianapolis Colts,clt,Indianapolis Colts,clt,7,2014
1125,Kansas City Chiefs,kan,Los Angeles Chargers,sdg,Kansas City Chiefs,kan,7,2014
1126,Arizona Cardinals,crd,Las Vegas Raiders,rai,Arizona Cardinals,crd,7,2014
1127,New York Giants,nyg,Dallas Cowboys,dal,Dallas Cowboys,dal,7,2014
1128,San Francisco 49ers,sfo,Denver Broncos,den,Denver Broncos,den,7,2014
1129,Houston Texans,htx,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,7,2014
1130,Los Angeles Chargers,sdg,Denver Broncos,den,Denver Broncos,den,8,2014
1131,Detroit Lions,det,Atlanta Falcons,atl,Detroit Lions,det,8,2014
1132,Buffalo Bills,buf,New York Jets,nyj,Buffalo Bills,buf,8,2014
1133,Chicago Bears,chi,New England Patriots,nwe,New England Patriots,nwe,8,2014
1134,Miami Dolphins,mia,Jacksonville Jaguars,jax,Miami Dolphins,mia,8,2014
1135,Baltimore Ravens,rav,Cincinnati Bengals,cin,Cincinnati Bengals,cin,8,2014
1136,Minnesota Vikings,min,Tampa Bay Buccaneers,tam,Minnesota Vikings,min,8,2014
1137,Houston Texans,htx,Tennessee Titans,oti,Houston Texans,htx,8,2014
1138,Seattle Seahawks,sea,Carolina Panthers,car,Seattle Seahawks,sea,8,2014
1139,Los Angeles Rams,ram,Kansas City Chiefs,kan,Kansas City Chiefs,kan,8,2014
1140,Philadelphia Eagles,phi,Arizona Cardinals,crd,Arizona Cardinals,crd,8,2014
1141,Indianapolis Colts,clt,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,8,2014
1142,Las Vegas Raiders,rai,Cleveland Browns,cle,Cleveland Browns,cle,8,2014
1143,Green Bay Packers,gnb,New Orleans Saints,nor,New Orleans Saints,nor,8,2014
1144,Washington Football Team,was,Dallas Cowboys,dal,Washington Football Team,was,8,2014
1145,New Orleans Saints,nor,Carolina Panthers,car,New Orleans Saints,nor,9,2014
1146,Tampa Bay Buccaneers,tam,Cleveland Browns,cle,Cleveland Browns,cle,9,2014
1147,Jacksonville Jaguars,jax,Cincinnati Bengals,cin,Cincinnati Bengals,cin,9,2014
1148,Los Angeles Chargers,sdg,Miami Dolphins,mia,Miami Dolphins,mia,9,2014
1149,Washington Football Team,was,Minnesota Vikings,min,Minnesota Vikings,min,9,2014
1150,New York Jets,nyj,Kansas City Chiefs,kan,Kansas City Chiefs,kan,9,2014
1151,Philadelphia Eagles,phi,Houston Texans,htx,Philadelphia Eagles,phi,9,2014
1152,Arizona Cardinals,crd,Dallas Cowboys,dal,Arizona Cardinals,crd,9,2014
1153,Los Angeles Rams,ram,San Francisco 49ers,sfo,Los Angeles Rams,ram,9,2014
1154,Denver Broncos,den,New England Patriots,nwe,New England Patriots,nwe,9,2014
1155,Las Vegas Raiders,rai,Seattle Seahawks,sea,Seattle Seahawks,sea,9,2014
1156,Baltimore Ravens,rav,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,9,2014
1157,Indianapolis Colts,clt,New York Giants,nyg,Indianapolis Colts,clt,9,2014
1158,Cleveland Browns,cle,Cincinnati Bengals,cin,Cleveland Browns,cle,10,2014
1159,Kansas City Chiefs,kan,Buffalo Bills,buf,Kansas City Chiefs,kan,10,2014
1160,Pittsburgh Steelers,pit,New York Jets,nyj,New York Jets,nyj,10,2014
1161,Miami Dolphins,mia,Detroit Lions,det,Detroit Lions,det,10,2014
1162,Tennessee Titans,oti,Baltimore Ravens,rav,Baltimore Ravens,rav,10,2014
1163,San Francisco 49ers,sfo,New Orleans Saints,nor,San Francisco 49ers,sfo,10,2014
1164,Atlanta Falcons,atl,Tampa Bay Buccaneers,tam,Atlanta Falcons,atl,10,2014
1165,Dallas Cowboys,dal,Jacksonville Jaguars,jax,Dallas Cowboys,dal,10,2014
1166,Denver Broncos,den,Las Vegas Raiders,rai,Denver Broncos,den,10,2014
1167,Los Angeles Rams,ram,Arizona Cardinals,crd,Arizona Cardinals,crd,10,2014
1168,New York Giants,nyg,Seattle Seahawks,sea,Seattle Seahawks,sea,10,2014
1169,Chicago Bears,chi,Green Bay Packers,gnb,Green Bay Packers,gnb,10,2014
1170,Carolina Panthers,car,Philadelphia Eagles,phi,Philadelphia Eagles,phi,10,2014
1171,Buffalo Bills,buf,Miami Dolphins,mia,Miami Dolphins,mia,11,2014
1172,Denver Broncos,den,Los Angeles Rams,ram,Los Angeles Rams,ram,11,2014
1173,Minnesota Vikings,min,Chicago Bears,chi,Chicago Bears,chi,11,2014
1174,Cincinnati Bengals,cin,New Orleans Saints,nor,Cincinnati Bengals,cin,11,2014
1175,Atlanta Falcons,atl,Carolina Panthers,car,Atlanta Falcons,atl,11,2014
1176,Tampa Bay Buccaneers,tam,Washington Football Team,was,Tampa Bay Buccaneers,tam,11,2014
1177,San Francisco 49ers,sfo,New York Giants,nyg,San Francisco 49ers,sfo,11,2014
1178,Houston Texans,htx,Cleveland Browns,cle,Houston Texans,htx,11,2014
1179,Seattle Seahawks,sea,Kansas City Chiefs,kan,Kansas City Chiefs,kan,11,2014
1180,Las Vegas Raiders,rai,Los Angeles Chargers,sdg,Los Angeles Chargers,sdg,11,2014
1181,Philadelphia Eagles,phi,Green Bay Packers,gnb,Green Bay Packers,gnb,11,2014
1182,Detroit Lions,det,Arizona Cardinals,crd,Arizona Cardinals,crd,11,2014
1183,New England Patriots,nwe,Indianapolis Colts,clt,New England Patriots,nwe,11,2014
1184,Pittsburgh Steelers,pit,Tennessee Titans,oti,Pittsburgh Steelers,pit,11,2014
1185,Kansas City Chiefs,kan,Las Vegas Raiders,rai,Las Vegas Raiders,rai,12,2014
1186,Tampa Bay Buccaneers,tam,Chicago Bears,chi,Chicago Bears,chi,12,2014
1187,Cleveland Browns,cle,Atlanta Falcons,atl,Cleveland Browns,cle,12,2014
1188,Tennessee Titans,oti,Philadelphia Eagles,phi,Philadelphia Eagles,phi,12,2014
1189,Detroit Lions,det,New England Patriots,nwe,New England Patriots,nwe,12,2014
1190,Cincinnati Bengals,cin,Houston Texans,htx,Cincinnati Bengals,cin,12,2014
1191,Jacksonville Jaguars,jax,Indianapolis Colts,clt,Indianapolis Colts,clt,12,2014
1192,Green Bay Packers,gnb,Minnesota Vikings,min,Green Bay Packers,gnb,12,2014
1193,Los Angeles Rams,ram,Los Angeles Chargers,sdg,Los Angeles Chargers,sdg,12,2014
1194,Arizona Cardinals,crd,Seattle Seahawks,sea,Seattle Seahawks,sea,12,2014
1195,Washington Football Team,was,San Francisco 49ers,sfo,San Francisco 49ers,sfo,12,2014
1196,Miami Dolphins,mia,Denver Broncos,den,Denver Broncos,den,12,2014
1197,Dallas Cowboys,dal,New York Giants,nyg,Dallas Cowboys,dal,12,2014
1198,New York Jets,nyj,Buffalo Bills,buf,Buffalo Bills,buf,12,2014
1199,Baltimore Ravens,rav,New Orleans Saints,nor,Baltimore Ravens,rav,12,2014
1200,Chicago Bears,chi,Detroit Lions,det,Detroit Lions,det,13,2014
1201,Philadelphia Eagles,phi,Dallas Cowboys,dal,Philadelphia Eagles,phi,13,2014
1202,Seattle Seahawks,sea,San Francisco 49ers,sfo,Seattle Seahawks,sea,13,2014
1203,Las Vegas Raiders,rai,Los Angeles Rams,ram,Los Angeles Rams,ram,13,2014
1204,Cincinnati Bengals,cin,Tampa Bay Buccaneers,tam,Cincinnati Bengals,cin,13,2014
1205,Los Angeles Chargers,sdg,Baltimore Ravens,rav,Los Angeles Chargers,sdg,13,2014
1206,New Orleans Saints,nor,Pittsburgh Steelers,pit,New Orleans Saints,nor,13,2014
1207,Carolina Panthers,car,Minnesota Vikings,min,Minnesota Vikings,min,13,2014
1208,Tennessee Titans,oti,Houston Texans,htx,Houston Texans,htx,13,2014
1209,Washington Football Team,was,Indianapolis Colts,clt,Indianapolis Colts,clt,13,2014
1210,Cleveland Browns,cle,Buffalo Bills,buf,Buffalo Bills,buf,13,2014
1211,New York Giants,nyg,Jacksonville Jaguars,jax,Jacksonville Jaguars,jax,13,2014
1212,Arizona Cardinals,crd,Atlanta Falcons,atl,Atlanta Falcons,atl,13,2014
1213,New England Patriots,nwe,Green Bay Packers,gnb,Green Bay Packers,gnb,13,2014
1214,Denver Broncos,den,Kansas City Chiefs,kan,Denver Broncos,den,13,2014
1215,Miami Dolphins,mia,New York Jets,nyj,Miami Dolphins,mia,13,2014
1216,Dallas Cowboys,dal,Chicago Bears,chi,Dallas Cowboys,dal,14,2014
1217,Pittsburgh Steelers,pit,Cincinnati Bengals,cin,Pittsburgh Steelers,pit,14,2014
1218,New York Jets,nyj,Minnesota Vikings,min,Minnesota Vikings,min,14,2014
1219,Baltimore Ravens,rav,Miami Dolphins,mia,Baltimore Ravens,rav,14,2014
1220,Tampa Bay Buccaneers,tam,Detroit Lions,det,Detroit Lions,det,14,2014
1221,Indianapolis Colts,clt,Cleveland Browns,cle,Indianapolis Colts,clt,14,2014
1222,Los Angeles Rams,ram,Washington Football Team,was,Los Angeles Rams,ram,14,2014
1223,New York Giants,nyg,Tennessee Titans,oti,New York Giants,nyg,14,2014
1224,Carolina Panthers,car,New Orleans Saints,nor,Carolina Panthers,car,14,2014
1225,Houston Texans,htx,Jacksonville Jaguars,jax,Houston Texans,htx,14,2014
1226,Buffalo Bills,buf,Denver Broncos,den,Denver Broncos,den,14,2014
1227,Kansas City Chiefs,kan,Arizona Cardinals,crd,Arizona Cardinals,crd,14,2014
1228,San Francisco 49ers,sfo,Las Vegas Raiders,rai,Las Vegas Raiders,rai,14,2014
1229,Seattle Seahawks,sea,Philadelphia Eagles,phi,Seattle Seahawks,sea,14,2014
1230,New England Patriots,nwe,Los Angeles Chargers,sdg,New England Patriots,nwe,14,2014
1231,Atlanta Falcons,atl,Green Bay Packers,gnb,Green Bay Packers,gnb,14,2014
1232,Arizona Cardinals,crd,Los Angeles Rams,ram,Arizona Cardinals,crd,15,2014
1233,Green Bay Packers,gnb,Buffalo Bills,buf,Buffalo Bills,buf,15,2014
1234,Pittsburgh Steelers,pit,Atlanta Falcons,atl,Pittsburgh Steelers,pit,15,2014
1235,Jacksonville Jaguars,jax,Baltimore Ravens,rav,Baltimore Ravens,rav,15,2014
1236,Washington Football Team,was,New York Giants,nyg,New York Giants,nyg,15,2014
1237,Miami Dolphins,mia,New England Patriots,nwe,New England Patriots,nwe,15,2014
1238,Houston Texans,htx,Indianapolis Colts,clt,Indianapolis Colts,clt,15,2014
1239,Cincinnati Bengals,cin,Cleveland Browns,cle,Cincinnati Bengals,cin,15,2014
1240,Las Vegas Raiders,rai,Kansas City Chiefs,kan,Kansas City Chiefs,kan,15,2014
1241,Tampa Bay Buccaneers,tam,Carolina Panthers,car,Carolina Panthers,car,15,2014
1242,Denver Broncos,den,Los Angeles Chargers,sdg,Denver Broncos,den,15,2014
1243,New York Jets,nyj,Tennessee Titans,oti,New York Jets,nyj,15,2014
1244,Minnesota Vikings,min,Detroit Lions,det,Detroit Lions,det,15,2014
1245,San Francisco 49ers,sfo,Seattle Seahawks,sea,Seattle Seahawks,sea,15,2014
1246,Dallas Cowboys,dal,Philadelphia Eagles,phi,Dallas Cowboys,dal,15,2014
1247,New Orleans Saints,nor,Chicago Bears,chi,New Orleans Saints,nor,15,2014
1248,Tennessee Titans,oti,Jacksonville Jaguars,jax,Jacksonville Jaguars,jax,16,2014
1249,Philadelphia Eagles,phi,Washington Football Team,was,Washington Football Team,was,16,2014
1250,Los Angeles Chargers,sdg,San Francisco 49ers,sfo,Los Angeles Chargers,sdg,16,2014
1251,Kansas City Chiefs,kan,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,16,2014
1252,New England Patriots,nwe,New York Jets,nyj,New England Patriots,nwe,16,2014
1253,Baltimore Ravens,rav,Houston Texans,htx,Houston Texans,htx,16,2014
1254,Green Bay Packers,gnb,Tampa Bay Buccaneers,tam,Green Bay Packers,gnb,16,2014
1255,Atlanta Falcons,atl,New Orleans Saints,nor,Atlanta Falcons,atl,16,2014
1256,Minnesota Vikings,min,Miami Dolphins,mia,Miami Dolphins,mia,16,2014
1257,Detroit Lions,det,Chicago Bears,chi,Detroit Lions,det,16,2014
1258,Cleveland Browns,cle,Carolina Panthers,car,Carolina Panthers,car,16,2014
1259,New York Giants,nyg,Los Angeles Rams,ram,New York Giants,nyg,16,2014
1260,Buffalo Bills,buf,Las Vegas Raiders,rai,Las Vegas Raiders,rai,16,2014
1261,Indianapolis Colts,clt,Dallas Cowboys,dal,Dallas Cowboys,dal,16,2014
1262,Seattle Seahawks,sea,Arizona Cardinals,crd,Seattle Seahawks,sea,16,2014
1263,Denver Broncos,den,Cincinnati Bengals,cin,Cincinnati Bengals,cin,16,2014
1264,Cleveland Browns,cle,Baltimore Ravens,rav,Baltimore Ravens,rav,17,2014
1265,Indianapolis Colts,clt,Tennessee Titans,oti,Indianapolis Colts,clt,17,2014
1266,Philadelphia Eagles,phi,New York Giants,nyg,Philadelphia Eagles,phi,17,2014
1267,Buffalo Bills,buf,New England Patriots,nwe,Buffalo Bills,buf,17,2014
1268,Chicago Bears,chi,Minnesota Vikings,min,Minnesota Vikings,min,17,2014
1269,New York Jets,nyj,Miami Dolphins,mia,New York Jets,nyj,17,2014
1270,New Orleans Saints,nor,Tampa Bay Buccaneers,tam,New Orleans Saints,nor,17,2014
1271,Los Angeles Chargers,sdg,Kansas City Chiefs,kan,Kansas City Chiefs,kan,17,2014
1272,Jacksonville Jaguars,jax,Houston Texans,htx,Houston Texans,htx,17,2014
1273,Dallas Cowboys,dal,Washington Football Team,was,Dallas Cowboys,dal,17,2014
1274,Detroit Lions,det,Green Bay Packers,gnb,Green Bay Packers,gnb,17,2014
1275,Las Vegas Raiders,rai,Denver Broncos,den,Denver Broncos,den,17,2014
1276,Carolina Panthers,car,Atlanta Falcons,atl,Carolina Panthers,car,17,2014
1277,Arizona Cardinals,crd,San Francisco 49ers,sfo,San Francisco 49ers,sfo,17,2014
1278,Los Angeles Rams,ram,Seattle Seahawks,sea,Seattle Seahawks,sea,17,2014
1279,Cincinnati Bengals,cin,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,17,2014
1280,Pittsburgh Steelers,pit,New England Patriots,nwe,New England Patriots,nwe,1,2015
1281,Green Bay Packers,gnb,Chicago Bears,chi,Green Bay Packers,gnb,1,2015
1282,Seattle Seahawks,sea,Los Angeles Rams,ram,Los Angeles Rams,ram,1,2015
1283,Miami Dolphins,mia,Washington Football Team,was,Miami Dolphins,mia,1,2015
1284,Kansas City Chiefs,kan,Houston Texans,htx,Kansas City Chiefs,kan,1,2015
1285,Indianapolis Colts,clt,Buffalo Bills,buf,Buffalo Bills,buf,1,2015
1286,Carolina Panthers,car,Jacksonville Jaguars,jax,Carolina Panthers,car,1,2015
1287,Cleveland Browns,cle,New York Jets,nyj,New York Jets,nyj,1,2015
1288,Detroit Lions,det,Los Angeles Chargers,sdg,Los Angeles Chargers,sdg,1,2015
1289,New Orleans Saints,nor,Arizona Cardinals,crd,Arizona Cardinals,crd,1,2015
1290,Tennessee Titans,oti,Tampa Bay Buccaneers,tam,Tennessee Titans,oti,1,2015
1291,Cincinnati Bengals,cin,Las Vegas Raiders,rai,Cincinnati Bengals,cin,1,2015
1292,Baltimore Ravens,rav,Denver Broncos,den,Denver Broncos,den,1,2015
1293,New York Giants,nyg,Dallas Cowboys,dal,Dallas Cowboys,dal,1,2015
